alpha;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_oil_var;W2_oil_var;W3_oil_var;W4_oil_var;W5_oil_var;W6_oil_var;W7_oil_var;W1_gas_var;W2_gas_var;W3_gas_var;W4_gas_var;W5_gas_var;W6_gas_var;W7_gas_var
inf;128.99358674996327;241627.3834649037;72.9840000000003;0.0;65.71073751969772;5.062447422607432e-13;47.8400000000004;62.600000000000044;50.340000000006995;41144.26622340713;-3.8154279650370886e-11;53514.56281484219;2456.067201936439;42348.71811719182;51724.20729430463;50439.56181322153;28.753333559581783;0.0;28.860432951379273;7.625397924547425;20.464342747019398;24.754240377818046;18.535839189617334;75.49625274220887;0.0;54.017527800654726;11.721072522193303;7.499839994488805;29.829136257617247;33.395414781791565;4450429.807653102;-1.234568003383174e-06;176884208.07119024;18846405.738637857;135757521.37468475;33411960.453336224;97084726.77233334
0.0;65.47098330328787;145337.1450528205;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.67153506493;0.0;-7.366907084360719e-11;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559581613;11.963409365888225;0.0;0.0;0.0;24.754240377818032;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653154;9825971.192652553;0.0;0.0;0.0;33411960.45333619;0.0
0.01;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.02;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.03;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.04;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.05;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.06;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.07;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.08;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
0.09;65.47098330328558;145337.1450528203;72.984;47.067;0.0;0.0;0.0;62.599999999999994;0.0;41144.266223407154;52468.671535065034;-4.129105946049094e-10;-2.0463630789890885e-12;4.391060315356299e-08;51724.207294304666;-8.367283766290257e-11;28.753333559579332;11.963409365888225;0.0;0.0;0.0;24.75424037781803;0.0;75.49625274220816;1.6311883021318998;0.0;0.0;0.0;29.829136257617186;0.0;4450429.807653153;9825971.192652555;0.0;0.0;0.0;33411960.45333619;0.0
